FLCSX,HAIAX,DFUSX,PRBLX,DGAGX,TISCX,VDIGX,DFELX,MRGAX,BRLIX
7593.538808376514,9035.702978084886,8336.75982401154,10198.225613488634,9276.183002414973,8379.623494486974,10240.807214210286,7034.748002014068,9532.767711919243,8064.067407971825
8226.333639046747,9765.042253518413,8988.64259601418,10888.7363244428,9884.920806430062,8945.175829748114,11175.485444819216,7575.290320427463,10175.971776507342,8620.61742001782
8211.384101927777,9846.081663197274,9043.733163898867,11002.670873480783,9938.304090841508,8982.878220058235,10925.96545218049,7621.6216346942165,10206.311036309891,8585.0925381027
8071.874416493264,9619.173627847897,8805.012199176113,10997.715131313249,9635.00628202039,8737.807064652907,10260.582185596446,7343.629395919722,9781.55461631994,8561.41074475185
7847.655729386992,9432.787705412358,8713.197659317657,11226.726765562913,9567.068371338544,8718.955494938544,9759.279325375252,7289.576034713177,9648.057577444357,8608.774957707505
7299.564018052385,8873.628011646219,8162.30976160634,10963.089428675567,9123.046337798214,8191.1040517503125,9561.355180161556,6841.696828519288,9192.961897651856,7945.652178678019
6537.220397857687,8136.185084213733,7482.885327744524,10401.00915203382,8793.06394892425,7568.9955091088705,8967.574631434327,6262.548628580909,8513.348573428515,7495.674307361559
6796.316296239153,8395.504837869648,7620.604174009616,10923.974366729128,8902.25142375356,7729.234975358867,8966.043962515108,6401.545473497152,8707.523566679674,7649.614418570483
7284.61784226835,8987.081066091143,8208.216043694703,11209.078213627381,9309.877946224247,8275.937988261461,8919.986648564569,6880.310932706218,9362.864239556027,8229.846223967328
7254.721289031611,9068.11662285095,8244.943308471355,11484.392093703987,9224.956970302517,8257.087167665704,9119.573300347327,6942.085857166558,9478.155800769706,7993.016391633672
7199.178590582178,8857.419744418541,8125.585131071994,11756.205726298975,9307.042727249016,8143.975502023707,8872.683975890883,6841.696828519288,9144.41659495788,8159.298089555944
7044.303402830614,8598.099990762626,7969.501664577712,11534.197981356498,9285.03988374378,7974.309876357225,8864.9528808859,6718.144561168624,9280.558342765129,7979.577607989197
7309.088360587877,8914.14530841124,8244.943308471355,11756.205726298975,9529.455345112816,8304.21571739231,9398.700648688564,6888.029593844032,9564.593525363656,8099.390636113072
6889.42947557965,8290.154472193917,7739.964327090705,11646.394626291894,9049.46529615703,7870.624370131713,9234.597255248304,6501.92869791246,9076.795361138706,7596.1730372245975
6824.480501484281,8209.11891543411,7684.87507632717,11603.809187090603,9100.818447021282,7814.068911870017,8985.219917707615,6463.319914271494,8971.822630071747,7608.155154167128
6359.857879397656,7520.297418380485,7115.626509750121,11083.397197914759,8457.743514095257,7220.236600122212,8525.439832372822,5992.28085517619,8317.307192296961,7104.940060294478
5880.2466446734525,7001.657429453774,6564.739270599379,10667.810017482907,8082.646209398858,6645.257356325981,7588.522389988073,5559.84622654788,7656.614926309897,6721.536115783835
5860.260567322749,7042.174726218796,6601.46126689142,10683.531939792212,8112.038889675142,6701.813563706282,7808.938038265235,5606.17657344264,7724.537427464095,6757.47870908769
5295.718062654275,6272.317672405365,5866.9449480237645,9672.284238017643,7257.236846999211,6042.0000088396,6911.539438489251,4972.972110181736,6983.574656193491,6134.450587091164
5680.405619009156,6831.478811016151,6381.1075566401605,10893.09466207507,7869.5584581945495,6541.57334833768,7251.481804477463,5420.850832689628,7440.502244865567,6721.536115783835
5975.169062542174,7220.458923114904,6775.911987857196,11886.722324403288,8049.965390742798,6937.46155616955,7458.66771361536,5737.449920361101,7718.361729710859,7200.7901070412045
5570.49542883659,6790.959587791602,6316.8359957620305,11168.692988174716,7654.948577640037,6456.737913589319,7004.454557556565,5374.518067364884,7421.977412523948,6529.833517274557
5429.364319463289,6564.053478901752,6151.570219153154,11154.429276026487,7462.63673858104,6305.926104993018,6757.423930183108,5235.521706134638,7131.767662631229,6460.0080799285415
5409.310595247039,6458.704558070666,6059.756337855273,11000.608470096542,7296.745355057268,6202.240598767506,6653.8326658404385,5166.025218420505,7014.446927434929,6387.014423818492
5444.401251290543,6499.223299680333,6096.484919753077,11080.171213424332,7393.30993783328,6268.222216445685,6621.959054741628,5189.1903918678845,7113.241699830566,6435.676234971235
5820.396815672963,7001.657429453774,6621.804861652228,11755.533646196804,7892.272695899648,6777.2213408009475,7131.951706313854,5646.432307902897,7687.487197551335,7056.129826954133
6096.1250194747345,7382.534371168453,6971.779098762485,12059.832508134376,8258.77253568294,7210.811189824332,7641.9457100671025,5956.677212633685,8199.988152789227,7323.7757377068065
6106.15314208346,7447.3645503898715,7036.245593571184,12065.16705908677,8352.878076826995,7286.218217800391,7729.603549312926,6010.967579978689,8323.481759591154,7469.764302434819
6266.626633167602,7544.607892762475,7183.130285936465,12234.844882215246,8315.7302110708,7427.607612573237,7880.572532376115,6104.963730805526,8446.974235934036,7554.925446658412
6387.138053555142,7714.788437659625,7321.8027279159605,12240.221523032626,8407.36117384657,7568.9955091088705,8057.483108385624,6221.620570585023,8626.040644072256,7640.084712120137
6316.83825441171,7714.788437659625,7210.866881726208,12202.60540337467,8412.307505721992,7503.01389143069,7985.110999526128,6167.181711638985,8551.94470608291,7567.090429756131
6643.227237838144,8168.600655439324,7656.140761264414,12512.17636033595,8731.765403567668,7974.309876357225,8379.139254295153,6509.696211335956,9008.872294754987,8041.556083264973
6688.417024690854,8290.154472193917,7721.101835065874,12647.241379333753,8843.204292734334,8059.143812868375,8531.924892564146,6564.265181815148,9052.09426581433,8102.383503769391
6969.613280096511,8711.551118748024,8073.7491695551125,12965.992000074402,9197.328886625233,8285.36339855934,8966.160250083176,6907.290937610795,9459.625316132871,8479.520524941096
7161.999705210927,8846.22412487927,8267.626768959562,13246.360737161895,9397.58988496318,8610.509339973321,9195.892425616013,7049.89704743557,9694.261699459776,8642.28204937599
7192.240795278401,8943.524779422793,8379.603799420362,13419.802208862537,9595.403611923964,8725.314762782979,9358.220405371701,7159.3169773301215,9836.281269062365,8666.79738674244
7076.3192777432405,8805.681784140403,8239.63596878739,13278.87583673124,9362.529591597582,8658.343559426568,9236.476786871728,7042.080681726392,9669.563430283008,8495.177500098165
6899.915159906266,8684.057651613088,8127.033305779159,13059.26857183046,9379.309266834594,8476.567682379105,9122.844226244495,6901.569415953996,9478.148452785925,8470.661536477759
7010.796355707891,8675.94822023555,8239.260589258929,13211.563280720322,9394.335644917213,8620.075584569086,9139.079187709702,6987.740011037715,9638.689463353005,8519.696594988352
7136.799777210721,8870.548566092828,8370.189675982927,13260.51515143492,9494.517462397096,8782.718223306414,9285.17491036223,7089.579613989554,9848.628142732663,8605.50653831049
6778.383154199391,8513.785599888419,8119.492128620568,12945.130362155454,9229.043602767648,8447.865952117389,9112.690698934934,6883.6270839006565,9453.449618379636,8323.559492215756
6737.943773942158,8505.67231559183,8147.654154542566,13318.28009678225,9279.126507734329,8476.567682379105,9169.954213122253,6930.775343816099,9434.925351267539,8323.559492215756
6773.328546792388,8594.863538757812,8203.974913583681,13367.671874472815,9153.908887493408,8572.23761952281,9317.19590919266,6977.923120045544,9657.21655661271,8274.525059959118
6914.859234855968,8651.62570548152,8359.170640421184,13415.84983476673,9224.032299085753,8706.180775354238,9390.81540504684,7110.154165237778,9928.898648016202,8384.850966901664
7202.978579725066,9024.605607981475,8698.441951046294,13498.492605795082,9514.55231930046,9117.571243614046,9734.379587907959,7370.284847520408,10385.827932376844,8593.246364611441
7390.004095786618,9324.618929449103,8915.195310627218,14079.23362773836,9689.868852054582,9308.916361731695,9938.885474256196,7535.819124654105,10781.00589150035,8801.641762321218
7253.033898894742,9210.942405699083,8774.04799800219,13886.857147744997,9706.547773910543,9080.34679097441,9831.042952773927,7420.509350375849,10540.195506108774,8655.06076135071
7298.843011709042,9390.58860948055,8964.167192198005,14091.580893292212,10046.591376584029,9205.00087609421,10095.628946382574,7563.979323391007,10725.437046770707,8854.602180628799
7176.686217871311,9210.942405699083,8783.556954162603,13943.72734402701,9810.592118204242,9032.405447560537,9930.264644137393,7412.53772146168,10509.323800096858,8630.120197548053
6983.273325101424,9047.626799325239,8639.951893467025,13749.15947557929,9716.163601268589,8821.456644648322,9864.115272350555,7285.012457332849,10243.810623692341,8405.63570945148
7232.674293199499,9374.256085613402,8906.673536770597,14034.765006513406,9964.905808300591,9176.232474276578,10029.484983319833,7516.155837823955,10645.165411028125,8704.946898987679
7247.944837804665,9480.412674601046,8887.62467210269,14029.04893130099,9883.684458866303,9243.352752235538,9839.309511464433,7508.184692595783,10799.530723841968,8555.291617346558
7579.5388483764,9823.369668607542,9257.468340358857,14646.820888005182,10109.583897010834,9713.19170147384,10246.187542504966,7795.610743052939,11194.712074342604,8804.716669245789
7548.912885458983,9798.874735725874,9171.395790164686,14434.544048299613,10119.733623126422,9617.303021697247,10196.083150749457,7715.737255962276,11040.34337015163,8692.47630395937
7650.994106403394,9896.863136320419,9200.084664547681,14302.589606097925,10216.181915785051,9713.19170147384,10262.889006423467,7715.737255962276,11163.838107412601,8692.47630395937
7584.643875807414,9619.230458403934,9091.0764251646,14120.97048095206,10033.435056583381,9607.715052661915,10112.579211609502,7602.632122457686,11003.294835927434,8692.47630395937
7941.927728945985,9978.519976277577,9437.034759880911,14155.528975579527,10272.025654259029,9981.669067716652,10446.602405164953,7891.952770964524,11281.157146920335,9029.200531088405
7967.446143431187,9945.855891773044,9379.379757112321,14279.869225431754,10089.275970196208,9818.664604692734,10371.444127305409,7779.441120178074,10929.20002839713,8829.65848555636
8269.405784891034,10205.790186017968,9690.53382393462,15062.246497664995,10356.17450146615,10291.94350656876,10748.582288903075,8103.928159086259,11750.4626968864,9035.32717354117
8207.921926945755,10197.611402097471,9709.873113816653,15159.415703063334,10299.582174787154,10311.38088703284,10875.030821276216,8103.928159086259,11660.074583165837,9035.32717354117
8402.617168992963,10295.743323926752,9806.587344362379,15293.036089275862,10384.469252375073,10447.442550281403,11018.347135833817,8177.303808495171,11795.656188517158,9161.871179185473
8479.470730923962,10393.87717221556,9967.874756530155,15599.989328182619,10595.823480453044,10525.189824781908,11136.375636970224,8303.626145549822,11892.501484292723,9313.725864720504
8120.823856469654,10099.47948026819,9676.98262295721,15148.875586228656,10405.230098594246,10175.321471140094,10908.754216015921,8058.1975828276,11440.557524312782,9047.981260978622
8105.451631482733,10107.657300958925,9647.894002304434,15161.063996485631,10487.649189156562,10214.196232068254,10807.592820973463,8066.380098836397,11440.557524312782,9123.906411857291
8079.575234827061,10115.835121649658,9754.447127859272,15232.447049761828,10819.894291812489,10194.75960072278,11191.557468471025,8115.468423285225,11421.190499983946,9187.179980314333
8274.635181714608,10336.632427380422,9988.324379543737,15758.328684779292,11049.118591531762,10408.568538471847,11472.627224853302,8303.626145549822,11731.095672557563,9465.579924001577
8449.160733490342,10541.077944648772,10192.959565961162,16033.509506573044,11103.209032851346,10661.250738911865,11677.037782439345,8516.329964782823,12060.364478082885,9769.288042563725
8767.416126710226,10786.406785992212,10573.140659582661,16582.59487683521,11419.999320150082,11088.864868816972,12017.721143628736,8786.300271299477,12473.567606650897,10098.306214762646
8988.139865818872,10966.31595149907,10768.939938748597,15999.572855757286,11620.890262524705,11292.956989130515,12213.621073849434,8958.099733150435,12809.295855149308,10250.16215280559
8993.275145264291,11056.271979097144,10857.050733926248,16015.47739377112,11278.34383287142,11088.864868816972,12409.514243165011,8647.226036623737,12047.451244431923,10199.543298039956
9204.725801623761,11310.867090763888,11090.697489409027,17209.26680337726,11897.013848693468,11537.34569748598,12666.246093295487,9151.599283564301,13303.748466532306,10444.308394251664
9117.059665543813,11006.05688507484,10874.006693082847,17209.26680337726,11574.004158760587,11330.08555458861,12417.044539287923,8972.322036201962,13130.341701594083,10110.706669347868
9163.468776643831,11310.867090763888,10952.802148909503,17269.91422560724,11745.009953398265,11399.175265362157,12520.163216362687,9074.763828219886,13262.130616855324,10174.859498359308
9653.358133262476,11813.389837675557,11483.142956641952,18049.31262158964,12240.403028590137,11853.168857851075,13095.898909324025,9467.464619578546,13817.031134198602,10675.261459461046
10045.268778223659,12348.862748331469,11878.4294542008,18792.35487838846,12617.904290126045,12247.945373671972,13551.336465300094,9791.86701343728,14351.123291932909,11008.864436872755
9988.54120920999,12093.483567637368,11631.375722506808,18501.890004655,12479.403231132681,11971.600763831295,13284.951394838954,9621.13069340741,14108.357212396522,10931.879038046367
9822.960169693633,11566.245308228226,11319.866032973337,17914.54358938431,12207.809780629757,11557.08497274819,13057.812026419724,9330.872661438667,13685.24221893736,10765.080054356338
9859.150822594289,11731.005759247078,11488.670914118959,18158.099987461293,12389.773211672213,11695.259899583647,13161.858299676984,9458.92949647804,13754.603794453606,11073.019144646063
10370.97793165969,12118.200043364604,11866.005050369346,18685.792844410673,12941.100420894894,12090.034168048729,13621.397020698983,9578.442502068967,14330.314932323938,11393.790178496782
10743.216363919633,12282.958567923928,12108.743893167775,19424.18484999749,12992.696509818134,12346.638004389984,13716.771757049037,9967.438258691716,14725.681678107665,11470.774324815256
10174.520509773334,11986.38782963047,11600.051947258253,17662.666975416192,12764.563548123533,11843.29922021997,13456.656749996399,9547.758429800475,14059.800605112116,11047.357762539905
9993.568085603789,11994.62826025582,11450.438838425587,18361.65336321442,12139.914242865178,11448.521955280466,13187.86885385553,8647.191211231962,13026.298773090191,10829.233509621734
9456.404914473354,11229.971202319766,10834.192754885333,18033.89958457982,11854.971440182953,10904.287288183905,12661.520220616447,8382.168045091144,13001.335976497303,10528.799446742205
8943.675286978172,10899.92148714199,10482.757830416964,17913.13018456338,11687.800865367964,10624.435305030984,12485.427038035972,8110.899525358932,12620.69911204703,10034.854790182066
8874.960357256123,10520.363688588202,10402.431879811114,17845.18628057769,11758.631433868446,10584.456343277909,12591.0797023498,8074.7309375721,12449.040036789658,10060.85121815475
9461.69061365707,10982.434638358756,10946.501699876559,18867.034518509256,12183.063055326505,11094.187356511013,13040.136316073394,8454.50328592082,13165.530630692143,10346.818814647804
9509.266107979187,11337.237431994774,11087.618060154502,19298.41218699821,12350.468093617028,11364.047595700089,13286.674073463588,8572.051558992522,13561.095206808437,10346.818814647804
8409.80454341559,10503.861636282707,10109.887417752368,18307.003067875947,11550.367603889683,10474.511201982528,12309.32709455038,7758.252771399841,12486.357620266146,9371.931786164585
8320.239253097932,10355.342202303487,10076.336390634951,18734.10793620018,11354.595309920694,10404.550266270464,12483.012042727027,7779.3293887128,12232.598956993268,9475.919376817194
8373.200446318053,10454.354516136458,10218.115921413175,19143.678981414403,11479.432515526614,10614.44131371132,12758.635213944448,7898.168619710108,12501.284201473123,9579.90884623167
7340.452136523308,9488.953632912559,9266.180438222013,18165.248475820765,10551.659601218118,9714.912426911307,12020.678363528325,7130.289045914861,11217.56882573793,9033.969454964294
5857.53242385694,7681.9273726684905,7758.73330351371,15404.57694696005,8968.485001540961,7965.828355502625,10242.472425141399,5947.175684911464,9060.632057738421,7825.108312187346
5200.810770792756,7211.604915130307,7208.900419845538,14317.283042190269,8523.036413119371,7306.172490102458,9877.939295049888,5542.733415979147,8336.677042773405,7279.170173427881
5306.734417733596,7434.391771937245,7208.900419845538,14667.044389261462,8009.497371513779,7226.213817477701,9851.266848260071,5046.366623344525,8635.213188749129,7071.193739614752
4899.316674221267,7030.927092272306,6681.342689108304,13929.338041152618,7863.3141026202375,6788.2918155571115,9363.270125406001,5086.316184568773,8107.239075356852,6574.907519512664
4491.933384392011,6400.053497781056,5970.9994947523255,12517.320828027125,7093.055916902377,6092.056488636882,8508.793131785793,4530.159031118907,7370.218214770035,6035.979041284101
5049.404480693081,6864.908663182536,6454.854487089315,13051.602785452955,7599.491374333556,6644.950217697613,9138.407829831263,4924.526120736731,7956.826977817228,6588.380120870771
5928.493565648636,7321.460788024048,7119.116880804223,14523.680878173804,7990.523720782814,7392.378062780784,9669.082766256783,5430.939071526034,8799.137098003112,7113.834118979358
6330.517627092494,7819.520409827293,7523.261676674153,15098.796793322537,8642.998849999025,7750.736177581862,10199.759054863325,5755.779684897921,9295.499054710148,7571.921352773676
6319.795388819897,7844.422788898854,7492.171690430166,15367.186211740396,8594.44325329466,7832.644805937454,9983.894847913101,5776.0843393599,9400.788879538735,7625.813010714015
7002.033355534951,8342.481929087216,8105.813825451944,16375.892907633723,9198.360902565737,8457.208210250024,10614.873896611833,6232.893356427728,10130.291057028946,8164.740862688622
7394.619208651001,8599.81261328184,8397.539038153838,16614.556019471856,9398.656740857878,8743.89365332484,10924.663977944845,6476.523090927647,10438.636196122887,8461.14999139214
7701.1611899596255,8915.248206490262,8668.426077102164,17253.57792704292,9741.58264352578,9132.966380081356,11298.231705548518,6699.851556767566,10882.354936104193,8690.192982035342
7432.266159911812,8666.220562855606,8544.978238524318,17365.43106437054,9844.765405168422,8948.668220688243,11289.124090261057,6608.919073044808,10611.609995247549,8663.247779319128
7889.387542926348,9164.278739814206,9058.097028627364,18354.20345711216,10318.188593568488,9470.844341319113,12036.267658554549,7027.07625841795,11175.657056709704,9161.75532220359
8061.480328543599,9272.19322311994,9173.285859018511,18887.221360850872,10172.519920214621,9644.903547608474,11999.816914689343,7118.865350041137,11461.440494218607,9107.861785501382
7848.786818592283,9067.050327502935,8906.52404351979,18294.077406112956,10038.814533835292,9478.222410467404,11812.656130427054,6902.304618669215,11123.722637804087,8977.656699229576
8123.710402844227,9310.520135403134,9180.569538991791,18697.172043069877,10304.62172708056,9779.945660434574,11996.940825651198,7127.600235458343,11502.855991726849,9156.112147804952
8743.635522385903,9805.847555982673,9707.58264013247,19635.121602711453,10808.416880955925,10393.791424854302,12522.154979011108,7547.476924550306,12185.291506951644,9664.021015078755
8921.528291431772,9831.033124604653,9855.148942694166,19780.20672505074,10880.175887154706,10601.875598218026,12724.863140687878,7670.365574713283,12352.108826126807,9732.659701177914
8117.575966589676,9102.080104306224,9064.627973861994,18264.625362524417,10008.275901552082,9779.945660434574,11766.584618575762,7080.075184151351,11435.988208859995,8928.755659065593
7555.878411775967,8656.644132548507,8569.235658789754,17456.31937572312,9730.01107063085,9228.523200315589,11176.87683909296,6690.161391506571,10821.3158000643,8528.549320912129
8147.406973795201,9186.12575407646,9193.288977961402,18596.322011091765,10388.573775627494,9842.368964735317,11983.016065465574,7190.319314984544,11610.526563300506,9149.559026408064
7655.428547515075,8791.114860429452,8781.175599118898,17567.093111674527,10107.212896884752,9363.777313707125,11591.965313311499,6870.978695082897,11094.504793372435,8694.15215954596
8450.165772635608,9648.37104843418,9510.30028254883,19064.15629134523,10908.00171111256,10206.519264596258,12513.732243412325,7468.454724814108,12156.903419457733,9384.163778435608
8666.419776615765,10001.36200688536,9923.493700736375,19637.77462194306,11297.572662726361,10622.68536396789,12858.23416381362,7774.815147304153,12612.221799681753,9729.170214134389
8747.515343233474,10115.061648149698,9923.493700736375,19426.784917463472,11313.035011046619,10674.705658190214,12793.054981911535,7764.491353387278,12680.513960943092,9646.367542309561
9520.627420056111,10681.707563636497,10518.485400238873,20559.88209949949,11810.819802013015,11184.511583283898,13388.948989579349,8270.424003981703,13454.552833359936,10143.17856322688
9919.58594404016,10845.234117328513,10843.685905591916,21256.725977396247,12056.432062889695,11529.853013191005,13803.358668923816,8418.627328162085,13799.358667975586,10500.924883155101
10191.356596124011,11294.293759455906,11207.282468221818,21805.78690838197,12550.319487088078,11878.602932754395,14123.052124076941,8770.262211015755,14188.824417553586,10725.543389598284
10098.95517945579,11412.913578351372,11185.893737826507,21664.599850635288,12615.96078565415,11899.740812453587,14179.47322948628,8770.262211015755,14234.643053035259,10697.46717223731
10381.5963887162,11785.71720980464,11542.400237292546,22497.36412220534,13149.355776290206,12301.328314638205,14696.629736123901,9049.509614952089,14654.658327797852,10964.198752214043
10256.581619850835,11726.408263586669,11413.674035696089,22159.238586196003,13036.803891830039,12174.510774984923,14724.838936647546,8966.769320958067,14547.74629424221,10823.815160393344
9952.197615569838,11514.588259250208,11166.94826716907,21482.975294539105,12830.469442017418,11963.145462127897,14480.363255319024,8811.633809070758,14257.555196923704,10669.388449860511
9719.99491766158,11201.092610785148,10993.567048579116,21361.054533054696,12802.328175231032,11635.535669619518,14181.819263563,8646.157090570687,14051.362858813352,10571.117931573363
9142.462113973792,10591.048378311187,10400.775599961855,20264.192651557627,12345.884285589318,10948.604395783032,13820.864004461115,8170.41225041198,13134.975453212335,10107.8415574986
8379.68194040454,9879.328501708625,9613.981425430658,19119.99596480391,11508.029526578694,10145.426394939375,13222.430600830145,7591.243251975737,12073.485716197805,9518.217821521755
9365.848030350166,10819.816410333568,10725.605335710472,20714.823038933057,12567.855283493178,11360.76271061376,14352.799849691557,8428.967567402853,13486.255426768637,10486.885521966702
9267.775201314551,10743.558473199913,10693.101419909286,20651.526670684212,12652.266842787343,11403.035473537722,14533.28085969506,8377.258632223065,13409.889527020458,10500.924883155101
9344.052294304369,10777.4506756527,10725.605335710472,21215.496918037523,12671.02297920968,11159.968210402845,14647.262959117008,8377.258632223065,13310.614874760964,10416.69247354844
9916.363264172187,11339.94892377857,11288.692409536166,21759.38894205563,13169.386866712033,11907.294175355632,15171.185779598954,8867.320577888682,14041.530126055226,11103.75819382848
10514.861554177072,11900.575616474272,11769.063616424815,22437.855841805103,13838.475004357348,12326.790106929939,15574.21144690198,9254.221006773056,14625.312741494312,11562.828646333912
10888.23443697724,12299.808346173988,12129.338399508133,22841.70538085659,14111.183333394538,12660.239278970346,15929.264435833906,9567.919429521387,15086.19411067013,11950.16797070484
10734.492019098432,12214.864966264322,12086.837534159537,23107.319583660632,13974.830110496327,12563.431430664466,15929.264435833906,9515.639744865312,15009.383940517957,11821.056950094386
9883.418820484043,11484.350550519523,11353.306421913945,22005.814239639458,13076.420686232219,11735.192415983165,15113.605855052008,8940.517747164755,14079.9374720494,11175.489321962983
10317.193211380742,11917.564099810254,11758.385715241568,22605.165770593805,13611.19138424882,12079.394436490886,15555.017237265649,9285.588043669108,14479.36708763454,11706.288397587094
10449.32476663512,12053.471966498098,11988.261552864764,23336.36176700585,13979.136140510853,12154.689845794685,15885.056229433749,9473.282394748718,14725.17071062012,11907.131798839964
10839.798440912018,12376.259892490072,12252.46156772189,23734.654086141796,14212.545001215161,12466.624331477193,16127.652379138848,9693.590725224274,15124.602587123347,12093.628974465935
11246.772908379926,12682.053555767487,12505.65176686534,24206.095875145707,14442.757060716905,12746.290533215883,16399.352873205513,9924.392139715603,15547.076610304992,12437.933379479899
11081.784304145685,12376.259892490072,12336.21335044537,24032.210423256358,14213.36044446742,12606.457057787235,16195.576488519746,9763.612012244996,15270.548240983118,12079.282748839034
11131.280801382585,12563.13320918586,12413.658757090721,23958.840999900407,14216.569486734968,12724.777345095195,16244.09544802456,9826.67015565499,15431.857963699604,12122.320173211823
11268.772005189228,12495.179275841938,12413.658757090721,24176.355991190183,14097.833981215237,12692.50831203277,16147.056176833907,9847.686312218344,15524.029941790403,11921.478024466865
11988.938855132683,13230.583045865436,13165.85479318827,26102.825404383468,14805.726294871623,13779.235196348856,17195.345333173686,10413.937508736579,16465.22414063634,12968.66481967675
12116.541011563497,13436.505194360983,13344.370808591211,26607.71641641187,14812.173569638619,14009.803415546354,17470.155843595654,10561.955097494169,16750.96914253777,13234.232819803
12593.656455099204,13925.573547938357,13801.832010153423,27609.083182946924,15153.865007983528,14657.594740468234,18127.737701761464,10953.138082194697,17337.90686916655,13691.602366563598
12854.4086512694,14174.400839782236,14114.732579623924,28038.144551124147,15559.50753630582,14811.304888950284,18687.178261202025,11164.588187323849,17538.703526263504,14001.435248816646
13387.000406889594,14611.986488968756,14439.33972189777,28477.03865485679,15530.367210292363,15195.587751341465,18922.728195590822,11418.328893902026,18056.13950045467,14311.266878561779
12871.049780193905,14397.481963281874,14181.892587189468,27995.943351658036,15073.782077593098,15041.873108147782,18638.1022031153,11217.447327804159,17924.85024809054,14148.974418340022
14079.380781601129,15289.818016037583,14970.758593293534,29469.72133182923,15875.437182573884,15810.437334692933,19601.606904885353,11836.758878177394,18843.876145098486,14753.883134623997
13771.695946414944,14860.810891123347,14532.092710577377,28792.4546721006,15341.817144666129,15316.36215120195,19086.298829707604,11487.059706683138,18395.94531472206,14222.743376847753
14244.618124620485,15409.936620444802,14914.52015432445,29867.625338017253,15748.537828327726,15898.27298945743,19680.88933486824,11847.35934048447,19044.66941081831,14517.820463386593
14831.49880075973,16104.931938666537,15679.978283306436,31663.540136453983,16437.870804221962,16557.041898428357,20404.304830551773,12398.399579773606,19755.178745923,15211.253933892507
15367.09558981092,16602.58074297572,16154.788604689265,30491.125589572086,16823.413503834417,16952.302344868585,21078.16830042812,12779.88466023719,20357.564195377687,15757.149487382954
15515.239704357147,16980.1051634991,16460.01957768881,32790.5166374787,17130.54935733938,16996.220172250836,21167.35545641214,13076.600867635942,20805.490503917943,15830.917193382775
15430.444988644571,16548.189084699585,15985.408141600006,31705.06789808034,16207.23407392718,16784.279536304573,20564.97909291505,12652.75166545181,20332.739314788076,15585.772587273656
16174.916811162053,17503.39129118927,16724.944009179806,33042.94992385468,17043.669811019612,17604.943463644264,21540.43166621357,13225.466841632015,21389.793130516922,16052.14641341541
16256.346830605695,17365.70144943925,16804.59032527097,33105.796880964495,17217.52306569751,17717.363692813127,21832.06195639365,13299.707805289301,21242.119004780034,16337.98374908559
16145.839583315477,17408.72892296753,16986.936528985356,34187.84584546217,17785.898311966554,17773.573058278955,21974.72111097356,13433.458591883653,21117.75946635098,16533.55784955163
16465.732786981953,17856.21464766163,17375.080278534242,34953.169933688776,18082.550164119722,18200.768430883432,22246.882698769426,13762.920341269493,21584.105474541837,16879.57568538955
